regime,n_features,feature_columns,n_train,n_test,n_train_pos,n_train_neg,scale_pos_weight,test_pos_fraction,optimal_threshold,threshold_source,roc_auc_test,pr_auc_test,precision_tuned,recall_tuned,f1_tuned,accuracy_tuned,precision_default_0.5,recall_default_0.5,f1_default_0.5,accuracy_default_0.5,pr_curve_tuned_precision,pr_curve_tuned_recall
regA,9,"orientation_diff_deg,headhead_dist_norm,apex_angle_deg,strahler_order_diff,proximity_profile_norm,emb_0,emb_1,emb_2,emb_3",15340,5063,4951,10389,2.098363966875379,0.3268812956745013,0.769133448600769,max_precision_at_recall>=0.50,0.8918932527693857,0.8017343487901335,0.8081791626095424,0.5015105740181269,0.6189410887397464,0.7981433932451116,0.6330645161290323,0.8537764350453172,0.7270388474401852,0.7904404503258937,0.8081791626095424,0.5015105740181269
