regime,n_features,feature_columns,n_train,n_test,n_train_pos,n_train_neg,scale_pos_weight,test_pos_fraction,optimal_threshold,threshold_source,roc_auc_test,pr_auc_test,precision_tuned,recall_tuned,f1_tuned,accuracy_tuned,precision_default_0.5,recall_default_0.5,f1_default_0.5,accuracy_default_0.5,pr_curve_tuned_precision,pr_curve_tuned_recall
regC,9,"orientation_diff_deg,headhead_dist_norm,apex_angle_deg,strahler_order_diff,proximity_profile_norm,emb_0,emb_1,emb_2,emb_3",23240,7741,7304,15936,2.1818181818181817,0.3322568143650691,0.8106347322463989,max_precision_at_recall>=0.50,0.9108552767169514,0.8417466103537222,0.8636668905305575,0.5,0.6333415414922433,0.807647590750549,0.6661667666466706,0.8635303265940902,0.7521164917033525,0.8108771476553417,0.8636668905305575,0.5
