regime,n_features,feature_columns,n_train,n_test,n_train_pos,n_train_neg,scale_pos_weight,test_pos_fraction,optimal_threshold,threshold_source,roc_auc_test,pr_auc_test,precision_tuned,recall_tuned,f1_tuned,accuracy_tuned,precision_default_0.5,recall_default_0.5,f1_default_0.5,accuracy_default_0.5,pr_curve_tuned_precision,pr_curve_tuned_recall
regB,9,"orientation_diff_deg,headhead_dist_norm,apex_angle_deg,strahler_order_diff,proximity_profile_norm,emb_0,emb_1,emb_2,emb_3",12437,3043,4184,8253,1.9725143403441683,0.3286230693394676,0.7732381820678711,max_precision_at_recall>=0.50,0.8815117474302495,0.7883198790084979,0.7861635220125787,0.5,0.6112469437652812,0.7909957279000985,0.6261329305135952,0.829,0.7134251290877797,0.7811370358199146,0.7861635220125787,0.5
