epoch,train_loss,val_loss
1,0.8120035429795583,0.8157736659049988
2,0.7826666420414334,0.767130720615387
3,0.7586286578859601,0.7764869213104248
4,0.7469812617415473,0.7444191932678222
5,0.7470361278170631,1.0188541889190674
6,0.736797829469045,1.0095829486846923
7,0.7369125854401362,0.7195314645767212
8,0.7207394519022533,0.7336336374282837
9,0.7275863374982562,0.8229262232780457
10,0.7008165759699685,0.7946173548698425
11,0.699033301501047,0.7574916481971741
12,0.7003446930930728,0.713417935371399
13,0.6841430181548709,0.7441292762756347
14,0.6745786383038476,0.6934982061386108
15,0.6815546545244399,0.7226912379264832
16,0.6710331808953058,0.6689203262329102
17,0.6601328523386092,1.6031015396118165
18,0.6605391559146699,0.7544562697410584
19,0.6652244655858903,0.6688409090042114
20,0.6502138305278051,0.9774810791015625
21,0.6432275374730428,1.5946478843688965
22,0.628140431074869,0.6292393803596497
23,0.6425753065517971,1.7915294170379639
24,0.6257609192814145,0.8868708491325379
25,0.6434881743930635,0.6012886762619019
26,0.6355803736618587,0.6580593347549438
27,0.6291004845074245,0.7537714004516601
28,0.634436309337616,0.5844747126102448
29,0.6309252650964827,0.6585046410560608
30,0.6211136664663043,1.3590615272521973
31,0.6220458135718391,0.8188025236129761
32,0.6234129724048433,0.7260796189308166
33,0.6094141403834025,0.7625608682632447
34,0.617130805339132,0.6255526185035706
35,0.600609709819158,1.9703698396682738
36,0.6069954016378948,0.599771523475647
37,0.622519972778502,0.6494664430618287
38,0.6085855762163798,0.594587767124176
39,0.6167756808655602,1.835472083091736
40,0.5981255081437883,0.6821744561195373
